,ds,yhat,yhat_lower,yhat_upper,y,cutoff
220,2013-08-14 05:00:00,12.528327246628173,11.105024101566393,14.030157721416835,11.20413471,2013-08-14 00:00:00
221,2013-08-14 06:00:00,12.81551606531417,11.267696759747402,14.19023957009043,11.61591213,2013-08-14 00:00:00
222,2013-08-14 07:00:00,13.161159961219223,11.692461400688087,14.523972973894454,12.144575430000002,2013-08-14 00:00:00
223,2013-08-14 08:00:00,13.53938763575405,12.066147539812407,15.075453997553884,12.23600802,2013-08-14 00:00:00
224,2013-08-14 09:00:00,13.94772751317745,12.57546961081672,15.426649238800438,12.70877268,2013-08-14 00:00:00
225,2013-08-14 10:00:00,14.38561575777413,12.817340533247508,15.753512826629661,13.576125130000001,2013-08-14 00:00:00
226,2013-08-14 11:00:00,14.83882359408835,13.415893030647494,16.223497791737906,14.57059986,2013-08-14 00:00:00
227,2013-08-14 12:00:00,15.2780446912301,13.77125889119105,16.786637419935047,15.438965340000001,2013-08-14 00:00:00
228,2013-08-14 13:00:00,15.667927316901245,14.086027134534964,17.13779460327293,16.34623382,2013-08-14 00:00:00
229,2013-08-14 14:00:00,15.978187934596466,14.507541450900053,17.41773808122307,17.27548229,2013-08-14 00:00:00
230,2013-08-14 15:00:00,16.191399904121464,14.764492593209212,17.69964533613901,18.04047405,2013-08-14 00:00:00
231,2013-08-14 16:00:00,16.306076249253174,14.864794844103555,17.78078293154858,18.59127655,2013-08-14 00:00:00
232,2013-08-14 17:00:00,16.334183925324947,14.888316963869945,17.83565318883707,18.747992890000003,2013-08-14 00:00:00
233,2013-08-14 18:00:00,16.291537808488727,14.833481543206151,17.796395073095702,18.16241826,2013-08-14 00:00:00
234,2013-08-14 19:00:00,16.182716284307247,14.650487482023642,17.66680411183327,16.513942319999998,2013-08-14 00:00:00
235,2013-08-14 20:00:00,15.989186130214316,14.525610507403217,17.481193411308073,15.13412396,2013-08-14 00:00:00
236,2013-08-14 21:00:00,15.672962337318936,14.235938357421531,17.211923238407067,14.40434697,2013-08-14 00:00:00
237,2013-08-14 22:00:00,15.201007057540286,13.680817234564849,16.785817028411742,13.60979237,2013-08-14 00:00:00
238,2013-08-14 23:00:00,14.579635795110285,13.107190797299687,16.080253371856823,12.692526390000001,2013-08-14 00:00:00
239,2013-08-15 00:00:00,13.875787945435116,12.334726484787735,15.321271504368061,11.666632400000001,2013-08-14 00:00:00
240,2013-11-22 01:00:00,8.09199640832627,6.584704489611017,9.5460717772008,9.031633803999998,2013-11-22 00:00:00
241,2013-11-22 02:00:00,7.5816049251732185,6.111268000235721,9.070208846303538,8.728811532,2013-11-22 00:00:00
242,2013-11-22 03:00:00,7.310096748177259,5.856417449078075,8.875421140066706,8.519926576,2013-11-22 00:00:00
243,2013-11-22 04:00:00,7.2846496524801285,5.80291042324205,8.640043863404316,8.439698745,2013-11-22 00:00:00
244,2013-11-22 05:00:00,7.451599579334653,6.019499712866903,8.931340504711981,8.566502489000001,2013-11-22 00:00:00
245,2013-11-22 06:00:00,7.735274327978759,6.21804247490916,9.250385584794032,9.046305524,2013-11-22 00:00:00
246,2013-11-22 07:00:00,8.076982019602074,6.506289266063576,9.585840577154496,9.791608006,2013-11-22 00:00:00
247,2013-11-22 08:00:00,8.451294345698141,6.887813316958283,9.965498433315078,9.671780978000001,2013-11-22 00:00:00
248,2013-11-22 09:00:00,8.856274531324852,7.367805079332388,10.329004210477262,9.591546445,2013-11-22 00:00:00
249,2013-11-22 10:00:00,9.291936125632537,7.859580963118455,10.865734637704088,9.654572840999998,2013-11-22 00:00:00
250,2013-11-22 11:00:00,9.744575964769153,8.184580802345124,11.127236179549179,9.697419488,2013-11-22 00:00:00
251,2013-11-22 12:00:00,10.184974508656017,8.683936813440308,11.588421757599821,9.629051294,2013-11-22 00:00:00
252,2013-11-22 13:00:00,10.576893149754298,9.10390341382331,12.082610932762172,9.540469048999999,2013-11-22 00:00:00
253,2013-11-22 14:00:00,10.888041024440815,9.350398444439874,12.284172005641716,9.585584609,2013-11-22 00:00:00
254,2013-11-22 15:00:00,11.098522702081624,9.64908938280755,12.55029880342916,9.568764767000001,2013-11-22 00:00:00
255,2013-11-22 16:00:00,11.205157352751248,9.747258786855769,12.648095863454305,9.622670202,2013-11-22 00:00:00
256,2013-11-22 17:00:00,11.219967699029347,9.692823998491178,12.834868467543615,9.777348344,2013-11-22 00:00:00
257,2013-11-22 18:00:00,11.160499837056372,9.774132711923318,12.668058333879458,10.23452457,2013-11-22 00:00:00
258,2013-11-22 19:00:00,11.033598167400267,9.634054455369403,12.563893798893767,10.27514464,2013-11-22 00:00:00
259,2013-11-22 20:00:00,10.822161045862355,9.379517020846428,12.301556596441351,10.16151537,2013-11-22 00:00:00
260,2013-11-22 21:00:00,10.488221468927023,8.964086098643415,11.952575735464816,10.03135664,2013-11-22 00:00:00
261,2013-11-22 22:00:00,9.997903792393279,8.389207777688673,11.342128397447675,9.789979114,2013-11-22 00:00:00
262,2013-11-22 23:00:00,9.356934315796677,7.961166171258328,10.882604966525689,9.403497841,2013-11-22 00:00:00
263,2013-11-23 00:00:00,8.632588349931925,7.021802966034285,10.10465728784839,8.9687116,2013-11-22 00:00:00
