,horizon,mse,rmse,mae,mape,coverage
347,0 days 12:00:00.000000000,0.5675340318614142,0.7533485460671004,0.6229536179433909,0.05430777520350191,0.9838709677419355
587,0 days 12:00:00.000000000,0.595683748243088,0.7718055119284184,0.6358913335197656,0.05494289139515655,0.9838709677419355
395,0 days 12:00:00.000000000,0.6331746083156073,0.7957226956142494,0.6595264585092163,0.05638068836077428,0.9838709677419355
419,0 days 12:00:00.000000000,0.6564136957640755,0.8101936162202683,0.6777930140102443,0.05781636518885734,0.9838709677419355
515,0 days 12:00:00.000000000,0.6778470740465032,0.8233146871315385,0.6919232581300101,0.0592276891327105,0.9838709677419355
491,0 days 12:00:00.000000000,0.6862675608882338,0.8284126754753538,0.6975252659486928,0.059555336693773234,0.9838709677419355
539,0 days 12:00:00.000000000,0.6934522546798767,0.8327378066833983,0.7036317230821872,0.059904473194440505,0.9838709677419355
299,0 days 12:00:00.000000000,0.6963335602584535,0.8344660330165953,0.7094575077277158,0.060269946167251634,0.9838709677419355
83,0 days 12:00:00.000000000,0.6924052645421257,0.8321089258877865,0.7058196117226601,0.06002743362051292,0.9838709677419355
35,0 days 12:00:00.000000000,0.7075877495864266,0.8411823521605922,0.7189720068139024,0.060815271466086555,0.9838709677419355
11,0 days 12:00:00.000000000,0.6819166287949757,0.8257824342979062,0.6988128575936533,0.0591210594708007,0.9838709677419355
275,0 days 12:00:00.000000000,0.6822278450000617,0.825970849969938,0.6993637676454117,0.05913707002518342,0.9838709677419355
59,0 days 12:00:00.000000000,0.7053058405769214,0.8398248868525636,0.7137861959880065,0.05990373758323879,0.9838709677419355
131,0 days 12:00:00.000000000,0.7331270039453653,0.8562283596946351,0.7280859064654842,0.060924179951704384,0.9838709677419355
107,0 days 12:00:00.000000000,0.7379245362373581,0.8590253408586723,0.7328005492779956,0.06133300705793937,0.9838709677419355
611,0 days 12:00:00.000000000,0.7380641720345734,0.8591066127289286,0.7334846303919723,0.061365741554199944,0.9838709677419355
203,0 days 12:00:00.000000000,0.760567392275786,0.872105149781714,0.7463629512657982,0.06287819515824455,0.9838709677419355
179,0 days 12:00:00.000000000,0.7511231155308552,0.8666735922657706,0.7395109330026449,0.06210672235270232,0.9838709677419355
251,0 days 12:00:00.000000000,0.7553663669980012,0.869118154797149,0.7450193091472203,0.0626283794275623,0.9838709677419355
155,0 days 12:00:00.000000000,0.722573704560448,0.8500433545181375,0.7309315661977843,0.06181457740654509,0.9838709677419355
227,0 days 12:00:00.000000000,0.6931089497049036,0.8325316508727483,0.711573141238405,0.05997500209655119,0.9838709677419355
612,0 days 13:00:00.000000000,0.6803760078873453,0.8248490818854958,0.6999184995164982,0.05906247119863117,0.9838709677419355
252,0 days 13:00:00.000000000,0.6871324569223487,0.8289345311436536,0.7035787168226298,0.05985293020098363,0.9838709677419355
12,0 days 13:00:00.000000000,0.6814700641287601,0.8255120012021389,0.6970631432966209,0.05930755383298548,0.9838709677419355
492,0 days 13:00:00.000000000,0.711988784591155,0.843794278595888,0.7126225257640608,0.06028935758304791,0.9838709677419355
348,0 days 13:00:00.000000000,0.7059528701144573,0.8402100154809257,0.7094706442359633,0.0602053824188721,0.9838709677419355
108,0 days 13:00:00.000000000,0.7184800648647024,0.847632033883042,0.7192446359955373,0.06118874154027375,0.9838709677419355
372,0 days 13:00:00.000000000,0.7199974829255642,0.8485266542222255,0.7222496438769208,0.061493058871870135,0.9838709677419355
84,0 days 13:00:00.000000000,0.7253310262087519,0.8516636813958618,0.7252050486750643,0.062213796476645176,0.9838709677419355
36,0 days 13:00:00.000000000,0.7766250846551144,0.8812633458025554,0.7484783426885405,0.06355434962148222,0.967741935483871
564,0 days 13:00:00.000000000,0.8002967328799543,0.89459305434368,0.7585708142016513,0.0634373104246559,0.9516129032258065
468,0 days 13:00:00.000000000,0.8674206191195598,0.9313541856455898,0.7856400235393134,0.06501464770098866,0.9354838709677419
132,0 days 13:00:00.000000000,0.9079725092556118,0.9528759149310112,0.8051596428664095,0.06655197949283524,0.9193548387096774
204,0 days 13:00:00.000000000,0.9393831620993848,0.9692178094212801,0.8209525582058929,0.06810838576283947,0.9032258064516129
396,0 days 13:00:00.000000000,1.0039586380861076,1.0019773640587435,0.8491879390679233,0.06974378440339583,0.8870967741935484
180,0 days 13:00:00.000000000,1.006704288984942,1.0033465448113836,0.8513641491610842,0.07013711342748416,0.8870967741935484
444,0 days 13:00:00.000000000,0.9918595167876153,0.9959214410723445,0.8446928779318617,0.07007198920475703,0.8870967741935484
228,0 days 13:00:00.000000000,0.9961970911445304,0.9980967343622212,0.8485812080899462,0.07009128923101095,0.8870967741935484
420,0 days 13:00:00.000000000,1.0165317333006623,1.008231983871104,0.8652596790449142,0.0713841847201778,0.8870967741935484
588,0 days 13:00:00.000000000,1.0686348468731433,1.0337479610007185,0.8890478193736029,0.07262907037418244,0.8709677419354839
300,0 days 13:00:00.000000000,1.0726791297305307,1.0357022398983844,0.8950661640283981,0.07292725406626706,0.8709677419354839
324,0 days 13:00:00.000000000,1.08482711015394,1.0415503397118835,0.9000181401938047,0.07353098623621429,0.8709677419354839
156,0 days 13:00:00.000000000,1.0841160226253064,1.0412089236197057,0.8996338054671428,0.07381209932790221,0.8709677419354839
516,0 days 13:00:00.000000000,1.1028781779938208,1.0501800693185055,0.9074300944425946,0.0748730775739839,0.8709677419354839
540,0 days 13:00:00.000000000,1.0924185580755752,1.0451882883364008,0.9009522885179921,0.07394981189584417,0.8709677419354839
60,0 days 13:00:00.000000000,1.126250157404989,1.0612493379997883,0.915345785787891,0.07473730434974682,0.8548387096774194
276,0 days 13:00:00.000000000,1.131925246990239,1.0639197558980842,0.9241827074218089,0.07568283788770423,0.8548387096774194
517,0 days 14:00:00.000000000,1.1767123038112013,1.0847637087454582,0.9465839395555896,0.0779672033453406,0.8387096774193549
277,0 days 14:00:00.000000000,1.1694563751042741,1.0814140627457525,0.9427675519567463,0.07816911509353529,0.8387096774193549
13,0 days 14:00:00.000000000,1.171837983059725,1.0825146572031832,0.946746941121145,0.07863136876954561,0.8387096774193549
109,0 days 14:00:00.000000000,1.1812609107616547,1.0868582753798468,0.9511132429288776,0.07929634928549893,0.8387096774193549
229,0 days 14:00:00.000000000,1.2084001513774825,1.099272555546386,0.9717400604697124,0.08048564591187532,0.8387096774193549
613,0 days 14:00:00.000000000,1.1944769765362737,1.0929213039081422,0.9627737454473747,0.07939144693491983,0.8387096774193549
157,0 days 14:00:00.000000000,1.2087313523616783,1.0994231907512586,0.976998410635861,0.08069744746063634,0.8387096774193549
469,0 days 14:00:00.000000000,1.2788492454673102,1.1308621690848581,0.9960716613196866,0.08161415787629052,0.8225806451612904
541,0 days 14:00:00.000000000,1.2735324281378915,1.1285089402117696,0.9914564618422617,0.08144691858585114,0.8225806451612904
205,0 days 14:00:00.000000000,1.2828079798946703,1.1326111335735096,0.994732080479976,0.08203578018870818,0.8064516129032258
397,0 days 14:00:00.000000000,1.3809024748103118,1.1751180684553837,1.0288658237578403,0.08377615365350519,0.7903225806451613
133,0 days 14:00:00.000000000,1.432505463736888,1.1968732028652358,1.0482192466569566,0.0851178156677968,0.7741935483870968
565,0 days 14:00:00.000000000,1.458959633608616,1.207874013963632,1.0572076509824424,0.08554597230638628,0.7580645161290323
445,0 days 14:00:00.000000000,1.4577944073413576,1.2073915716706647,1.0566207855020928,0.08585128925038635,0.7580645161290323
301,0 days 14:00:00.000000000,1.4171699321107607,1.1904494664246612,1.039488643002722,0.08457355882644059,0.7741935483870968
181,0 days 14:00:00.000000000,1.4250348514663052,1.1937482362149505,1.045037285801485,0.08518293707092069,0.7741935483870968
61,0 days 14:00:00.000000000,1.465406745886145,1.2105398572067527,1.0560632353660666,0.0858307849214515,0.7580645161290323
493,0 days 14:00:00.000000000,1.5126222403754273,1.2298870844006076,1.0684288731442835,0.0869378221509735,0.7419354838709677
373,0 days 14:00:00.000000000,1.490380762021645,1.2208115178116747,1.0532022397887055,0.08575889526611552,0.7419354838709677
253,0 days 14:00:00.000000000,1.4946529720970074,1.2225600075648668,1.0549118650689429,0.08592024442245016,0.7419354838709677
85,0 days 14:00:00.000000000,1.5138931596345344,1.230403657193254,1.0630761472417434,0.08750516332086926,0.7258064516129032
421,0 days 14:00:00.000000000,1.5239511416176958,1.234484160132359,1.0684095561675937,0.0877785558141351,0.7258064516129032
37,0 days 14:00:00.000000000,1.62144686238676,1.2733604605086337,1.1017591095326436,0.08965739881079945,0.7096774193548387
589,0 days 14:00:00.000000000,1.6972328628717095,1.3027789002250956,1.1305042825144123,0.09103716351582028,0.6935483870967742
325,0 days 14:00:00.000000000,1.718607258893298,1.3109566197602796,1.139054365791989,0.09192228675814731,0.6935483870967742
349,0 days 14:00:00.000000000,1.7469102794906448,1.3217073350370137,1.160231114339146,0.09420689576699276,0.6935483870967742
470,0 days 15:00:00.000000000,1.862464037098997,1.3647212305445378,1.1988407987707224,0.09643908226544881,0.6774193548387096
494,0 days 15:00:00.000000000,1.9655273233087576,1.4019726542656805,1.2241888921995785,0.09835605531622195,0.6612903225806451
38,0 days 15:00:00.000000000,2.063245836766941,1.436400305195923,1.2471503293036974,0.0990213826129762,0.6451612903225806
206,0 days 15:00:00.000000000,2.0910240493038654,1.446037360964047,1.2602431185575769,0.10031135511835874,0.6451612903225806
422,0 days 15:00:00.000000000,2.108312802014767,1.452003030993657,1.2750717043880821,0.10139143455310584,0.6451612903225806
542,0 days 15:00:00.000000000,2.0830865859632848,1.4432901946466916,1.2583673518420277,0.09956383342808935,0.6451612903225806
254,0 days 15:00:00.000000000,2.117165150805804,1.4550481609918635,1.2753513887332244,0.10129701873767895,0.6290322580645161
158,0 days 15:00:00.000000000,2.1253668099741243,1.457863783065525,1.2809685408358407,0.10168955606324806,0.6290322580645161
14,0 days 15:00:00.000000000,2.1207244945281976,1.456270749046412,1.2771570998238269,0.10143198614316386,0.6290322580645161
134,0 days 15:00:00.000000000,2.195023855855497,1.4815612899423019,1.309276348559239,0.1041880145816889,0.6129032258064516
566,0 days 15:00:00.000000000,2.2578685388423474,1.5026205571741482,1.3382699477460942,0.1056926709624632,0.5967741935483871
302,0 days 15:00:00.000000000,2.25204838794283,1.500682640648192,1.3351757853029538,0.10482209898229873,0.5967741935483871
446,0 days 15:00:00.000000000,2.2690524434034627,1.506337426808304,1.3484052534929858,0.10612946004190324,0.5967741935483871
590,0 days 15:00:00.000000000,2.3311509652586757,1.5268107169058893,1.3642846350250333,0.10680612677385821,0.5806451612903226
86,0 days 15:00:00.000000000,2.3672158733832735,1.5385759238280292,1.3782378510265307,0.10850455140978126,0.5645161290322581
614,0 days 15:00:00.000000000,2.3632818607926573,1.5372969331891146,1.3759874651260722,0.10830886959600791,0.5645161290322581
398,0 days 15:00:00.000000000,2.489198173205602,1.5777192948067795,1.4158217798763824,0.11033215158008021,0.5483870967741935
182,0 days 15:00:00.000000000,2.490232898268903,1.5780471787208719,1.4163341028186953,0.11032197286051929,0.5483870967741935
350,0 days 15:00:00.000000000,2.483927692749955,1.576048125137667,1.4145511527195216,0.11155052905448963,0.5483870967741935
518,0 days 15:00:00.000000000,2.5068672244888517,1.5833089478964146,1.4213166404550472,0.11335384376470631,0.5483870967741935
326,0 days 15:00:00.000000000,2.470789326258664,1.5718744626269185,1.4110762586788614,0.1128953474564744,0.5645161290322581
374,0 days 15:00:00.000000000,2.428427452161549,1.558341250227802,1.3890037689106838,0.11103453183858478,0.5806451612903226
110,0 days 15:00:00.000000000,2.4239800117692605,1.556913617311269,1.387455249801858,0.1104341880160557,0.5967741935483871
62,0 days 15:00:00.000000000,2.476688125443889,1.57374970228556,1.3986016505151693,0.11113695411431038,0.5967741935483871
230,0 days 15:00:00.000000000,2.523969712156109,1.5887006364183622,1.4171625939279056,0.11156967180660392,0.5806451612903226
278,0 days 15:00:00.000000000,2.529597695065704,1.5904709035583469,1.4199947746108532,0.11187610826235565,0.5806451612903226
351,0 days 16:00:00.000000000,2.5818316094550524,1.606807894384096,1.4400733001116393,0.11469228003678798,0.5645161290322581
159,0 days 16:00:00.000000000,2.5751534376179848,1.604728462269547,1.4368179560977772,0.11463031656208116,0.5645161290322581
279,0 days 16:00:00.000000000,2.548508296481997,1.5964048034511789,1.4283291515371774,0.11505070458115779,0.5806451612903226
591,0 days 16:00:00.000000000,2.657211275426727,1.630095480463254,1.462612660564433,0.11692613105278014,0.5645161290322581
231,0 days 16:00:00.000000000,2.710719197243116,1.6464261894306456,1.4772112088130296,0.11711053240895843,0.5483870967741935
303,0 days 16:00:00.000000000,2.714948390939225,1.6477100445585762,1.479368827216201,0.11677500733100193,0.5483870967741935
495,0 days 16:00:00.000000000,2.8120456543838683,1.6769155179626278,1.5019895459977517,0.11770329368256562,0.532258064516129
135,0 days 16:00:00.000000000,2.8802190191327046,1.6971208027517384,1.5267795069919172,0.11976063711365943,0.5161290322580645
447,0 days 16:00:00.000000000,2.8574164924650303,1.6903894499389869,1.5184080594219511,0.11980916387714698,0.532258064516129
567,0 days 16:00:00.000000000,2.9274582949694574,1.7109816758134664,1.5437650726168684,0.12069452198210051,0.5161290322580645
15,0 days 16:00:00.000000000,2.884920336895916,1.6985053243649006,1.5242198160508615,0.11872172675508547,0.532258064516129
399,0 days 16:00:00.000000000,3.0341034671239053,1.7418678098879676,1.5616519351632918,0.12004037927281433,0.5161290322580645
423,0 days 16:00:00.000000000,3.0458684012007824,1.7452416455037916,1.5702051106317232,0.12042697813371227,0.5161290322580645
519,0 days 16:00:00.000000000,3.0862361513490923,1.756768667568127,1.5827854567741344,0.1221172313710176,0.5
543,0 days 16:00:00.000000000,3.059328907299467,1.7490937388543437,1.5638184588766992,0.12106939824822875,0.5
375,0 days 16:00:00.000000000,3.0577216421748163,1.7486342219500384,1.562000740628627,0.12085450269138681,0.5
207,0 days 16:00:00.000000000,3.0725072862515055,1.7528568926901893,1.5684709909291243,0.12150484604951839,0.5
39,0 days 16:00:00.000000000,3.0690550676249826,1.75187187534505,1.5677539187995178,0.12118866854366936,0.5
111,0 days 16:00:00.000000000,3.100516093822271,1.7608282408634497,1.5843548361795965,0.12252972421772224,0.5
255,0 days 16:00:00.000000000,3.1037707489287416,1.7617521814740975,1.58540476602288,0.12273670724112401,0.5
327,0 days 16:00:00.000000000,3.0287896667499927,1.7403418246855968,1.5654132547948594,0.12200085917609382,0.5161290322580645
63,0 days 16:00:00.000000000,3.1183137273482338,1.7658747768027703,1.5833875604590493,0.12226158543849201,0.5161290322580645
471,0 days 16:00:00.000000000,3.2042070433183225,1.7900299001185211,1.6018730526944094,0.12356447950890795,0.5161290322580645
615,0 days 16:00:00.000000000,3.2061571879939454,1.790574541311795,1.6028436132039257,0.12347247354301898,0.5161290322580645
87,0 days 16:00:00.000000000,3.2544611856364973,1.8040125236917002,1.6221287393315913,0.1261672859953223,0.5
183,0 days 16:00:00.000000000,3.2617803165115737,1.8060399542954673,1.6258075266566252,0.12655599452130842,0.5
448,0 days 17:00:00.000000000,3.2057228050481905,1.7904532401177615,1.6087591526096283,0.1261530876494878,0.5161290322580645
568,0 days 17:00:00.000000000,3.2003666095288246,1.7889568495435615,1.607571879071739,0.12545521568719767,0.5161290322580645
136,0 days 17:00:00.000000000,3.2652563584044296,1.8070020360819823,1.6360239210382825,0.127787570447587,0.5
472,0 days 17:00:00.000000000,3.384595793554818,1.8397270975758382,1.6636595326609813,0.12859770735689632,0.4838709677419355
112,0 days 17:00:00.000000000,3.3877896756538823,1.840594924380126,1.6647494498200006,0.12795186044945545,0.5
496,0 days 17:00:00.000000000,3.4832543138526657,1.8663478544613985,1.6899936014723032,0.1297075426088093,0.4838709677419355
40,0 days 17:00:00.000000000,3.4036354080508224,1.844894416504864,1.6680719815521676,0.12849007529304826,0.5
88,0 days 17:00:00.000000000,3.372735459276035,1.8365008737476918,1.6602121344284186,0.1294626686033506,0.5
520,0 days 17:00:00.000000000,3.4023969232261337,1.8445587340136755,1.6685715009038307,0.13096995050249655,0.4838709677419355
64,0 days 17:00:00.000000000,3.536057711186767,1.880440828951224,1.6983159960005676,0.13163550504434196,0.46774193548387094
544,0 days 17:00:00.000000000,3.4191221724069147,1.8490868482596794,1.6559016268316498,0.12896882735828036,0.4838709677419355
616,0 days 17:00:00.000000000,3.3061448648448923,1.8182807442320046,1.6260819089692249,0.1270550641563747,0.5
160,0 days 17:00:00.000000000,3.191831923808314,1.7865698765534792,1.5962182648799916,0.12588229250694125,0.5161290322580645
424,0 days 17:00:00.000000000,3.1687259340920377,1.7800915521657974,1.5862347663287493,0.12461106845959312,0.5161290322580645
352,0 days 17:00:00.000000000,3.2073081752794104,1.7908959141389011,1.5995028428445786,0.12671141403915068,0.5
400,0 days 17:00:00.000000000,3.393481020601005,1.8421403368367473,1.6506074628609326,0.12930850428738075,0.4838709677419355
304,0 days 17:00:00.000000000,3.3774562100817658,1.8377856812157847,1.6446507226268343,0.12790799551414864,0.5
208,0 days 17:00:00.000000000,3.3907958231112736,1.8414113671614156,1.6507513136882865,0.12853510926181505,0.5
592,0 days 17:00:00.000000000,3.50469829535654,1.8720839445272053,1.6864213357298357,0.13014155005427802,0.4838709677419355
184,0 days 17:00:00.000000000,3.453716711312395,1.8584177978356737,1.6712726288658049,0.12933281856332018,0.5
232,0 days 17:00:00.000000000,3.484295593755969,1.8666267955207247,1.6782280992858694,0.12963573301126716,0.5
376,0 days 17:00:00.000000000,3.47731331714813,1.8647555649865024,1.6731468914139536,0.12944314519839428,0.5
256,0 days 17:00:00.000000000,3.493003995867489,1.8689579973523989,1.6794347547449053,0.13009456314014298,0.5
280,0 days 17:00:00.000000000,3.429571721529036,1.8519102898167168,1.6630950741937578,0.1302939640929528,0.5161290322580645
16,0 days 17:00:00.000000000,3.385050531411664,1.8398506818249312,1.6427522785264186,0.1279619685641631,0.532258064516129
328,0 days 17:00:00.000000000,3.3937182690976675,1.842204730505724,1.6473321372432972,0.12810852708319742,0.532258064516129
17,0 days 18:00:00.000000000,3.2691688364882685,1.8080843001608826,1.6092117047020174,0.12641203444021115,0.5483870967741935
233,0 days 18:00:00.000000000,3.3086542348788983,1.8189706525611946,1.6228433449740733,0.12630351179888308,0.532258064516129
497,0 days 18:00:00.000000000,3.3750756729413145,1.8371379025378891,1.6380478816617952,0.12634243231169615,0.532258064516129
209,0 days 18:00:00.000000000,3.3502719474145675,1.8303748106370366,1.630646537905522,0.12537067116617362,0.532258064516129
473,0 days 18:00:00.000000000,3.4480988702577564,1.8569057246553355,1.6534020656559703,0.12642670052226962,0.5161290322580645
377,0 days 18:00:00.000000000,3.450701346519972,1.8576063486433212,1.656815735351299,0.12669288391775896,0.5161290322580645
113,0 days 18:00:00.000000000,3.450310134645623,1.8575010456647456,1.6566743651794806,0.12664754934604971,0.5161290322580645
401,0 days 18:00:00.000000000,3.493439293812971,1.8690744484404496,1.6640155697931505,0.12676243987746458,0.5161290322580645
65,0 days 18:00:00.000000000,3.5737748565567795,1.8904430318199963,1.6809378361857341,0.12787909133058195,0.5161290322580645
137,0 days 18:00:00.000000000,3.6176466007405885,1.9020111988998878,1.69530535458568,0.12864287438478234,0.5
353,0 days 18:00:00.000000000,3.5855026663210827,1.8935423592624177,1.6853511799958134,0.12738801702814584,0.5161290322580645
617,0 days 18:00:00.000000000,3.5730914259816777,1.8902622638093576,1.675158661355163,0.12645135115879375,0.5161290322580645
41,0 days 18:00:00.000000000,3.5456619768179842,1.8829928244202059,1.6553105765639577,0.12427219627676826,0.5161290322580645
185,0 days 18:00:00.000000000,3.4588703904208806,1.8598038580508647,1.6332007511113933,0.12407918431971338,0.532258064516129
521,0 days 18:00:00.000000000,3.419544950120145,1.8492011654009266,1.6232543145875915,0.12485068201233902,0.532258064516129
281,0 days 18:00:00.000000000,3.4317999067466527,1.8525117831600026,1.6283409147634902,0.1261339579535521,0.532258064516129
161,0 days 18:00:00.000000000,3.324283700365626,1.823261829898719,1.6017822265507198,0.12457060316585253,0.5483870967741935
329,0 days 18:00:00.000000000,3.272161969280911,1.8089118191003428,1.5860403260282745,0.123122347946797,0.5645161290322581
425,0 days 18:00:00.000000000,3.259455463064216,1.8053962066716036,1.578805271801534,0.12213863070128432,0.5645161290322581
545,0 days 18:00:00.000000000,3.183781931142384,1.784315535756606,1.5449811698694726,0.12032525594354837,0.5806451612903226
89,0 days 18:00:00.000000000,3.197849025193577,1.7882530651989883,1.5541551724988334,0.12122773974743366,0.5806451612903226
305,0 days 18:00:00.000000000,3.0565724439092383,1.7483055922547517,1.520841132211117,0.11959922931627932,0.5967741935483871
593,0 days 18:00:00.000000000,3.135016809588318,1.770597867836827,1.544220301631461,0.12071145020539659,0.5806451612903226
449,0 days 18:00:00.000000000,3.088395376215261,1.7573831045663495,1.5288691930589435,0.11902164815640309,0.5967741935483871
257,0 days 18:00:00.000000000,3.101987419468729,1.761245984940414,1.5418471734023924,0.12031756374283685,0.5967741935483871
569,0 days 18:00:00.000000000,3.1643315329063832,1.7788568050594695,1.567940273867495,0.12159236461282537,0.5806451612903226
618,0 days 19:00:00.000000000,3.1357706351051595,1.7708107281991374,1.549220272032917,0.11977355308787944,0.5806451612903226
378,0 days 19:00:00.000000000,3.0441880715721705,1.7447601759474483,1.512349389667312,0.1176694507969866,0.5967741935483871
90,0 days 19:00:00.000000000,3.017088865920641,1.7369769330421867,1.4996794511694573,0.1168552269815307,0.5967741935483871
330,0 days 19:00:00.000000000,3.0065864452581357,1.733951108093344,1.4961117850303276,0.11591564666225791,0.6129032258064516
66,0 days 19:00:00.000000000,3.0573215812588943,1.7485198258123624,1.5109093243841485,0.11655472234930389,0.5967741935483871
354,0 days 19:00:00.000000000,2.918578282048695,1.7083846996647725,1.4751085556178463,0.11503421675635547,0.6129032258064516
258,0 days 19:00:00.000000000,2.7925560551903934,1.6710942687922765,1.4406269489254115,0.11331801093259761,0.6290322580645161
282,0 days 19:00:00.000000000,2.792468127771234,1.6710679602491438,1.4405844068550353,0.11352046522312509,0.6290322580645161
522,0 days 19:00:00.000000000,2.763496707505679,1.6623768247619668,1.4313157800224101,0.11217625106441875,0.6451612903225806
114,0 days 19:00:00.000000000,2.7608861667813125,1.661591456038852,1.4300970831361683,0.11166461472321823,0.6451612903225806
498,0 days 19:00:00.000000000,2.857966419282632,1.6905521048706638,1.4555730749177702,0.11302806009287499,0.6290322580645161
234,0 days 19:00:00.000000000,2.780326890468207,1.6674312251089118,1.425127286679242,0.11140362236496736,0.6451612903225806
42,0 days 19:00:00.000000000,2.72800991456572,1.6516688271459627,1.4073460843493164,0.10978689965392148,0.6612903225806451
570,0 days 19:00:00.000000000,2.616954945788417,1.6177005117723173,1.3826808021565247,0.10815583660017408,0.6774193548387096
162,0 days 19:00:00.000000000,2.6106112856466845,1.6157386192223928,1.3804631014423299,0.10828840320238205,0.6774193548387096
546,0 days 19:00:00.000000000,2.4956082261463037,1.579749418783341,1.3394377341038168,0.10535612737240767,0.6935483870967742
426,0 days 19:00:00.000000000,2.479444461121276,1.57462518115305,1.3297835991749292,0.10489025075647641,0.6935483870967742
186,0 days 19:00:00.000000000,2.4423882106184465,1.562814195807821,1.3151903697739111,0.1031804110599928,0.7096774193548387
450,0 days 19:00:00.000000000,2.380176255426763,1.5427819857085325,1.2908859590560644,0.10053422421715205,0.7258064516129032
306,0 days 19:00:00.000000000,2.226232744853649,1.4920565488122925,1.2511499755474191,0.09830554927873321,0.7419354838709677
18,0 days 19:00:00.000000000,2.226412726928209,1.4921168610159892,1.2521125962435689,0.09843383731225491,0.7419354838709677
138,0 days 19:00:00.000000000,2.280759285619018,1.5102182907179404,1.2699542990800776,0.09981534970287288,0.7258064516129032
402,0 days 19:00:00.000000000,2.382147839451257,1.543420823836214,1.2974827421857713,0.10079094213717653,0.7096774193548387
594,0 days 19:00:00.000000000,2.416661952932532,1.5545616594180276,1.3110793690640101,0.10143404859889063,0.6935483870967742
210,0 days 19:00:00.000000000,2.404230096537199,1.5505579952188822,1.3075385269684248,0.10068836336567688,0.6935483870967742
474,0 days 19:00:00.000000000,2.2956478723881886,1.5151395554166582,1.288189741071346,0.1001023794424765,0.6935483870967742
403,0 days 20:00:00.000000000,2.3450846564398997,1.5313669241693513,1.303350468277363,0.1008890060930326,0.6774193548387096
523,0 days 20:00:00.000000000,2.3427869798673866,1.530616535866311,1.302434346472119,0.10094084696376374,0.6774193548387096
571,0 days 20:00:00.000000000,2.2383065509047553,1.4960971061080077,1.2734982552623049,0.09932268253043303,0.6935483870967742
547,0 days 20:00:00.000000000,2.2184585064997413,1.4894490613981202,1.2618505537521492,0.09786241003461561,0.6935483870967742
163,0 days 20:00:00.000000000,2.136165282024464,1.4615626165253626,1.236644836944871,0.09705505522184937,0.7096774193548387
115,0 days 20:00:00.000000000,2.142565111992977,1.4637503584945681,1.2413767548482326,0.09751588096538452,0.7096774193548387
595,0 days 20:00:00.000000000,2.1312795872597854,1.459890265485658,1.2370659618701623,0.09635602853445238,0.7096774193548387
427,0 days 20:00:00.000000000,2.1082964846702983,1.4519974120742427,1.2267599471094837,0.09485794368737827,0.7096774193548387
619,0 days 20:00:00.000000000,2.106205906698236,1.4512773362449496,1.2239939007916927,0.09441965570066396,0.7096774193548387
475,0 days 20:00:00.000000000,2.124247900397402,1.4574799828462146,1.230917676218165,0.09479374100133173,0.7096774193548387
331,0 days 20:00:00.000000000,2.1378974962427644,1.4621550862486388,1.240160173699679,0.09526024630954287,0.7096774193548387
43,0 days 20:00:00.000000000,2.1130185283225438,1.4536225535958582,1.2325520614418546,0.09530261587135379,0.7096774193548387
259,0 days 20:00:00.000000000,2.0063123637989038,1.4164435618120843,1.200375307279496,0.09325627244554266,0.7258064516129032
235,0 days 20:00:00.000000000,1.9843718875296905,1.4086773539493316,1.1908411250279465,0.09192965798687024,0.7419354838709677
187,0 days 20:00:00.000000000,1.860737413709015,1.3640884918908358,1.1560303382297805,0.09025267399967919,0.7580645161290323
91,0 days 20:00:00.000000000,1.8615858102724716,1.3643994320844874,1.156857785221017,0.0905059910026321,0.7580645161290323
283,0 days 20:00:00.000000000,1.8406168457545795,1.3566933499337939,1.1471289048075568,0.08998105360036684,0.7580645161290323
355,0 days 20:00:00.000000000,1.6847921360633058,1.2979954299084824,1.1057086724348932,0.08821116298549687,0.7741935483870968
139,0 days 20:00:00.000000000,1.6190260939217072,1.272409562177881,1.0924954479767193,0.08829494023544282,0.7741935483870968
67,0 days 20:00:00.000000000,1.6067681710637551,1.2675835952960874,1.089218962891102,0.08753203425111201,0.7741935483870968
19,0 days 20:00:00.000000000,1.579783526395013,1.2568943974714077,1.0710677191124425,0.08561043703618834,0.7741935483870968
499,0 days 20:00:00.000000000,1.6889154820557923,1.2995828107726697,1.1085637097707646,0.08831288737501292,0.7580645161290323
211,0 days 20:00:00.000000000,1.7245752659570162,1.3132308502152301,1.1313563395158115,0.0905991413734385,0.7580645161290323
451,0 days 20:00:00.000000000,1.7000984262446412,1.303878225236023,1.116200368986882,0.08885950014828974,0.7580645161290323
379,0 days 20:00:00.000000000,1.6555938276191038,1.2866988099858894,1.0918224834511259,0.08632041577452929,0.7741935483870968
307,0 days 20:00:00.000000000,1.6264725518121665,1.2753323299486163,1.073470093591817,0.0842120177947804,0.7741935483870968
596,0 days 21:00:00.000000000,1.620767855154908,1.2730938123936146,1.0709278873378227,0.0835369450595695,0.7741935483870968
308,0 days 21:00:00.000000000,1.5987836282257164,1.2644301594891338,1.0522207995898456,0.08211075344943429,0.7741935483870968
620,0 days 21:00:00.000000000,1.5949511480490004,1.2629137532108043,1.0487034491282607,0.08188950125525726,0.7741935483870968
284,0 days 21:00:00.000000000,1.597673553195954,1.26399112069506,1.0542952011013476,0.08247885958247132,0.7741935483870968
